m200 c200 mdstar mdbul mdgas rdstar rdbul rdgas
7.939094710868304094e-01 7.211948537751999844e+00 5.656008577982990460e+01 8.271051788819796968e+00 5.229740440088988862e+01 2.921674473529436433e+00 2.091519798643547701e-01 9.621881180877181805e+00
8.188154000349825434e-01 8.482544165806359615e+00 4.671324502588014838e+01 8.972180475595774141e+00 3.570201299660184446e+01 2.757515163685779314e+00 2.157061139638074276e-01 6.674187681016954699e+00
5.688727970252214217e-01 1.367218277842908059e+01 4.472233213374475724e+01 9.179610946361712820e+00 3.326810210097871590e+01 2.854843290005316447e+00 2.127605063053260859e-01 9.141821142477779105e+00
6.855144272000874839e-01 1.118896487856405564e+01 5.462619708053423295e+01 8.771253798867558515e+00 4.205389813651093078e+01 3.016663916749716456e+00 2.102950906299141387e-01 1.505776560329665692e+01
7.111720658273323892e-01 9.609242264741290285e+00 4.217284715818001217e+01 8.745768080929313015e+00 3.773787641111493230e+01 2.655361341857988666e+00 2.240031169761099727e-01 6.225309543786852196e+00
7.787518400053221601e-01 8.168825928831093819e+00 4.836445888832496820e+01 8.741001856711761775e+00 3.816941910411571115e+01 2.794869863815709010e+00 2.025185459021708045e-01 6.841023126290557421e+00
6.852448418439860411e-01 1.003289657931749446e+01 3.959806852922575615e+01 8.620455876374146342e+00 3.957549336236009196e+01 2.648463187576165723e+00 2.078383276503957822e-01 6.000486315489695244e+00
6.987916784702058459e-01 9.318205208818348240e+00 4.312024796222022616e+01 8.355892187468867860e+00 4.238904374281719356e+01 2.668891097543641067e+00 2.067865040274179944e-01 6.699881394870558005e+00
6.655476788809178146e-01 1.054958111583220770e+01 3.829444566704729880e+01 8.466513115495324371e+00 3.690561398427612261e+01 2.615345258653563931e+00 2.076569976675923246e-01 5.634035571003504828e+00
7.488937326165071573e-01 9.020989303359792544e+00 4.678269026411029330e+01 9.314792405391463248e+00 3.633704831776192634e+01 2.825258209817751442e+00 2.278115575761457123e-01 6.983727050946512804e+00
7.418843090933318063e-01 9.763251569470115854e+00 4.569442258166683501e+01 9.094213213997512923e+00 2.897452284153703062e+01 2.837302527032124377e+00 2.212197165688891687e-01 6.202804087071005057e+00
7.250262755285035166e-01 1.076480849728232414e+01 4.730862135095930654e+01 8.956206673275339369e+00 2.800776698850278024e+01 2.787022813581045533e+00 2.085767362981649498e-01 7.740934619951435280e+00
7.413942004115542384e-01 8.381492021919465074e+00 4.656395366977529449e+01 9.053818128275691990e+00 4.534804552735481309e+01 2.726023342466508570e+00 2.173522900142659253e-01 7.383736468482070769e+00
7.010209725835996331e-01 1.000893339541138616e+01 3.975687522819438868e+01 8.538882566979857813e+00 3.792523533503332089e+01 2.659098063862413763e+00 2.051943635112621067e-01 5.911538900375091998e+00
7.499336577448022512e-01 8.374453698235988952e+00 4.745369638263341727e+01 8.321268047779948773e+00 4.222014363777925183e+01 2.733348078236996326e+00 2.118456217302151501e-01 7.093809343309314563e+00
7.465106055925849748e-01 9.729308310985064878e+00 5.110284180992798042e+01 8.796223542898346182e+00 2.948018107477530592e+01 2.894412115483489423e+00 2.101534126106750500e-01 8.159314022983039649e+00
7.081226534149991370e-01 9.913033571960855994e+00 4.129741769753898240e+01 8.588232992996879034e+00 3.797010067117240339e+01 2.603539028295267066e+00 2.008991394831417532e-01 6.342705347892190204e+00
7.144908605542130697e-01 1.134263820643816345e+01 4.106539940736520578e+01 8.702132246116311975e+00 2.864637587252364881e+01 2.682342344018537439e+00 2.117815639323481214e-01 6.244985565722921628e+00
7.095757980478453186e-01 1.223422860499949749e+01 3.128004147978736071e+01 8.358404320009944044e+00 3.065057618168692954e+01 2.569543044010617727e+00 2.033451773716466737e-01 4.710646645958413536e+00
7.193711706169498843e-01 9.267186941515426213e+00 4.500780681206459377e+01 8.987724294983699735e+00 3.465097816896550853e+01 2.790448387027612664e+00 2.072782454548513509e-01 6.163274951023878678e+00
6.842181037638513930e-01 8.404468387014023989e+00 4.965651235458844326e+01 9.237220513429148738e+00 4.844065349452196756e+01 2.825624296035520011e+00 2.202158715683581180e-01 8.166670629053726316e+00
7.198685017233344974e-01 1.048468945402267849e+01 4.356903910313402406e+01 8.835691134168826011e+00 3.140099300556126849e+01 2.771524448457459044e+00 2.167104336939027209e-01 6.653173332611965307e+00
7.648356625884281668e-01 7.587034813496607022e+00 5.526505860769091782e+01 9.063333787559795240e+00 5.104239175033637110e+01 2.918086511062830013e+00 2.215317091273120986e-01 9.693268269311779761e+00
7.232414234367227079e-01 9.829524057681553018e+00 4.090709724945987347e+01 8.683273257618989049e+00 3.740254120420743789e+01 2.643403665980633921e+00 2.065136000842689723e-01 6.217597906772120098e+00
8.053602047472814274e-01 8.258355027045253038e+00 4.566869548394990375e+01 9.308732141957731798e+00 4.155618709245531051e+01 2.732001637092640323e+00 2.289361308098407655e-01 6.936697866108246124e+00
7.145685481149092189e-01 9.108042694906565373e+00 4.820020621645385717e+01 8.847420840536258879e+00 3.805357814749979184e+01 2.797813585362245448e+00 2.059485182170479878e-01 7.369896149183442269e+00
6.952411224570600456e-01 9.706902962573730420e+00 4.584100372972008586e+01 8.732553738499015950e+00 4.248328073544833927e+01 2.679952825433269403e+00 2.171807123605054568e-01 7.864432613150887263e+00
7.881357495449622386e-01 1.058895765302121283e+01 5.221241702059679568e+01 9.244928355134993225e+00 1.542604789948207156e+01 3.028823501973622712e+00 2.317499301292700320e-01 7.818365096023948801e+00
6.305770979233135121e-01 1.072575615945184779e+01 5.151825852212203216e+01 8.520504267797605280e+00 4.164148721897560534e+01 2.893650515025863790e+00 2.139590221776191403e-01 1.012960774815156739e+01
5.844439466257416171e-01 1.129435290523028357e+01 4.811460269012304281e+01 9.176930467262680580e+00 4.025481113316332227e+01 2.875684534344804533e+00 2.113139919756634733e-01 8.801656368809378961e+00
7.860321395478966355e-01 8.626171863489291880e+00 4.440204735443104767e+01 9.401264148747584315e+00 3.780711028363880644e+01 2.734224808558725517e+00 2.263639757287549403e-01 6.454608109008259653e+00
6.294316347591915051e-01 9.609432637814784073e+00 4.664228464097151061e+01 8.800763762338188911e+00 4.269607170394102980e+01 2.762875978564252932e+00 2.071987847426635110e-01 7.360957666440885561e+00
7.515207805290966547e-01 9.719998930200638654e+00 4.100785971773614591e+01 8.980159789878868537e+00 3.574349264197842757e+01 2.612782898285161526e+00 2.217120209435147205e-01 6.130529379918417732e+00
6.890233822132992847e-01 1.087899344266536161e+01 4.230844995332158476e+01 8.501223669579507813e+00 3.281227536114072763e+01 2.676373372446032128e+00 2.187952258617496815e-01 6.575622573936265702e+00
